City_ID,City,Country,Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
694,Sambava,MG,overcast clouds,-14.2667,50.1667,76.6,83,100,11.52
695,Dedza,MW,broken clouds,-14.3779,34.3332,73.89,46,65,6.26
696,Vigrestad,NO,few clouds,58.5667,5.7,60.82,79,22,7.81
697,Chabahar,IR,clear sky,25.2919,60.643,90.27,62,0,13.85
698,Buchanan,LR,moderate rain,5.8808,-10.0467,76.59,91,100,7.87
699,Lipari,IT,clear sky,38.4674,14.954,75.99,55,2,3.22
700,Karatau,KZ,overcast clouds,43.1667,70.4667,63.19,37,100,9.33
701,Shagamu,NG,light rain,6.8432,3.6478,83.98,70,98,5.21
702,Urumqi,CN,clear sky,43.801,87.6005,86.95,14,0,13.42
703,Yenagoa,NG,moderate rain,4.9247,6.2642,84.0,71,86,4.79
704,Kidal,ML,clear sky,18.4411,1.4078,100.04,18,5,10.96
705,Berdyaush,RU,overcast clouds,55.1619,59.1464,38.35,91,100,8.68
706,Llaillay,CL,overcast clouds,-32.85,-70.9667,57.25,55,90,1.74
707,Itacoatiara,BR,scattered clouds,-3.1431,-58.4442,73.08,89,27,1.05
708,Nassau,US,clear sky,40.7507,-73.5829,75.25,75,0,3.44
